Saved at time: 461339 milliseconds
Integration time: 100000
Scans to average: 0
Boxcar smoothing: 0
Wavelengths	Intensities
336.52618408	1535.00000000
336.98196843	1538.00000000
337.43778931	1531.00000000
337.89364673	1538.00000000
338.34954070	1540.00000000
338.80547121	1540.00000000
339.26143827	1541.00000000
339.71744189	1548.00000000
340.17348206	1530.00000000
340.62955880	1542.00000000
341.08567210	1547.00000000
341.54182197	1549.00000000
341.99800842	1545.00000000
342.45423144	1540.00000000
342.91049105	1540.00000000
343.36678724	1542.00000000
343.82312002	1539.00000000
344.27948940	1548.00000000
344.73589537	1546.00000000
345.19233794	1542.00000000
345.64881712	1551.00000000
346.10533290	1551.00000000
346.56188530	1547.00000000
347.01847432	1551.00000000
347.47509995	1550.00000000
347.93176221	1557.00000000
348.38846110	1557.00000000
348.84519662	1555.00000000
349.30196878	1558.00000000
349.75877758	1561.00000000
350.21562302	1563.00000000
350.67250511	1563.00000000
351.12942385	1559.00000000
351.58637924	1556.00000000
352.04337130	1569.00000000
352.50040002	1564.00000000
352.95746540	1563.00000000
353.41456746	1565.00000000
353.87170619	1571.00000000
354.32888160	1572.00000000
354.78609370	1570.00000000
355.24334248	1573.00000000
355.70062795	1570.00000000
356.15795012	1567.00000000
356.61530898	1570.00000000
357.07270455	1575.00000000
357.53013682	1565.00000000
357.98760580	1567.00000000
358.44511150	1575.00000000
358.90265391	1566.00000000
359.36023305	1572.00000000
359.81784891	1567.00000000
360.27550150	1577.00000000
360.73319082	1578.00000000
361.19091688	1582.00000000
361.64867969	1583.00000000
362.10647923	1583.00000000
362.56431553	1591.00000000
363.02218858	1592.00000000
363.48009839	1593.00000000
363.93804495	1593.00000000
364.39602828	1595.00000000
364.85404838	1599.00000000
365.31210525	1605.00000000
365.77019890	1605.00000000
366.22832933	1611.00000000
366.68649654	1613.00000000
367.14470054	1609.00000000
367.60294133	1612.00000000
368.06121892	1612.00000000
368.51953331	1613.00000000
368.97788450	1612.00000000
369.43627249	1615.00000000
369.89469730	1609.00000000
370.35315893	1608.00000000
370.81165737	1614.00000000
