335.94,1520.67
336.40,1515.67
336.85,1524.33
337.31,1492.67
337.76,1512.67
338.22,1509.67
338.68,1512.67
339.13,1499.33
339.59,1514.00
340.04,1509.67
340.50,1517.67
340.96,1513.33
341.41,1503.67
341.87,1503.33
342.32,1518.33
342.78,1489.00
343.24,1523.67
343.69,1522.00
344.15,1525.33
344.60,1514.00
345.06,1509.67
345.52,1505.00
345.97,1517.33
346.43,1516.00
346.89,1522.00
347.34,1493.00
347.80,1480.67
348.26,1522.67
348.71,1515.00
349.17,1505.33
349.63,1525.00
350.08,1509.00
350.54,1513.67
351.00,1516.67
351.45,1525.00
351.91,1505.00
352.37,1526.67
352.83,1526.67
353.28,1513.67
353.74,1518.67
354.20,1511.67
354.65,1519.67
355.11,1525.00
355.57,1527.67
356.03,1517.67
356.48,1512.33
356.94,1498.00
357.40,1522.00
357.86,1510.67
358.31,1516.00
358.77,1522.67
359.23,1523.33
359.69,1493.67
360.14,1530.00
360.60,1516.00
361.06,1496.00
361.52,1524.33
361.97,1498.67
362.43,1519.33
362.89,1526.33
363.35,1514.33
363.81,1514.33
364.26,1516.00
364.72,1517.00
365.18,1497.33
365.64,1518.33
366.10,1504.33
366.56,1511.00
367.01,1510.33
367.47,1521.67
367.93,1524.67
368.39,1519.67
368.85,1504.00
369.31,1518.00
369.76,1494.00
370.22,1522.67
370.68,1514.00
371.14,1518.00
371.60,1507.33
372.06,1509.33
372.52,1515.67
372.98,1516.33
373.43,1515.00
373.89,1506.00
374.35,1524.00
374.81,1513.67
375.27,1524.00
375.73,1519.67
376.19,1502.00
376.65,1519.33
377.11,1532.67
377.57,1503.67
378.03,1522.67
378.48,1512.00
378.94,1517.33
379.40,1500.67
379.86,1519.00
380.32,1513.67
380.78,1520.33
381.24,1523.67
381.70,1512.67
382.16,1491.33
382.62,1516.00
383.08,1524.33
383.54,1514.00
384.00,1519.67
384.46,1517.67
384.92,1497.33
385.38,1477.33
385.84,1513.33
386.30,1512.33
386.76,1531.00
387.22,1511.00
387.68,1501.67
388.14,1503.67
388.60,1502.67
389.06,1524.67
389.52,1527.67
389.98,1516.00
390.44,1519.00
390.90,1522.67
391.36,1526.00
391.82,1530.00
392.28,1515.33
392.74,1529.67
393.20,1526.00
393.67,1523.00
394.13,1516.00
394.59,1525.67
395.05,1526.00
395.51,1519.33
395.97,1526.33
396.43,1512.67
396.89,1525.00
397.35,1524.00
397.81,1513.33
398.27,1504.33
398.74,1512.67
399.20,1528.00
399.66,1523.00
400.12,1524.67
400.58,1529.67
401.04,1522.67
401.50,1527.67
401.96,1527.67
402.43,1526.00
402.89,1534.67
403.35,1517.67
403.81,1513.00
404.27,1525.67
404.73,1518.33
405.20,1525.33
405.66,1535.00
406.12,1513.33
406.58,1529.67
407.04,1525.33
407.51,1548.33
407.97,1554.67
408.43,1520.33
408.89,1547.00
409.35,1520.33
409.82,1546.33
410.28,1551.00
410.74,1552.33
411.20,1566.00
411.66,1546.00
412.13,1568.67
412.59,1569.00
413.05,1576.67
413.51,1559.67
413.98,1582.00
414.44,1590.00
414.90,1585.67
415.36,1590.00
415.83,1593.33
416.29,1602.67
416.75,1591.33
417.21,1607.67
417.68,1643.67
418.14,1604.67
418.60,1633.33
419.07,1646.00
419.53,1635.33
419.99,1654.00
420.46,1686.00
420.92,1683.67
421.38,1690.67
421.85,1694.67
422.31,1711.33
422.77,1713.33
423.23,1709.00
423.70,1751.67
424.16,1755.67
424.63,1764.67
425.09,1791.00
425.55,1800.33
426.02,1824.33
426.48,1841.33
426.94,1851.33
427.41,1858.00
427.87,1889.33
428.33,1901.67
428.80,1908.33
429.26,1936.67
429.73,1940.33
430.19,1960.00
430.65,1971.67
431.12,1990.33
431.58,1987.33
432.05,2025.33
432.51,2031.00
432.97,2048.33
433.44,2081.67
433.90,2090.33
434.37,2120.33
434.83,2121.33
435.30,2127.33
435.76,2153.33
436.22,2153.00
436.69,2170.00
437.15,2186.33
437.62,2221.00
438.08,2215.33
438.55,2202.33
439.01,2246.67
439.48,2239.67
439.94,2223.00
440.41,2250.67
440.87,2242.33
441.34,2263.67
441.80,2235.00
442.27,2211.67
442.73,2226.33
443.20,2208.67
443.66,2185.33
444.13,2163.33
444.59,2154.00
445.06,2131.33
445.52,2099.67
445.99,2081.00
446.45,2060.00
446.92,2040.33
447.39,2006.00
447.85,1982.33
448.32,1961.00
448.78,1933.67
449.25,1920.00
449.71,1892.00
450.18,1876.33
450.64,1861.33
451.11,1844.67
451.58,1825.00
452.04,1818.33
452.51,1773.00
452.97,1772.00
453.44,1755.00
453.91,1755.00
454.37,1747.00
454.84,1729.33
455.30,1714.33
455.77,1707.00
456.24,1691.00
456.70,1689.00
457.17,1692.67
457.64,1647.00
458.10,1669.67
458.57,1666.33
459.04,1659.00
459.50,1631.33
459.97,1639.67
460.44,1635.33
460.90,1608.00
461.37,1623.67
461.84,1638.00
462.30,1615.00
462.77,1619.00
463.24,1617.67
463.70,1614.33
464.17,1598.67
464.64,1615.00
465.10,1592.67
465.57,1595.67
466.04,1602.00
466.51,1597.67
466.97,1594.00
467.44,1577.67
467.91,1589.00
468.37,1590.67
468.84,1582.33
469.31,1570.67
469.78,1566.67
470.24,1560.00
470.71,1567.33
471.18,1558.67
471.65,1577.67
472.12,1578.33
472.58,1554.33
473.05,1580.33
473.52,1578.67
473.99,1547.00
474.45,1553.67
474.92,1570.33
475.39,1555.33
475.86,1555.67
476.33,1560.67
476.79,1563.67
477.26,1569.67
477.73,1583.33
478.20,1570.67
478.67,1554.33
479.14,1572.67
479.60,1526.33
480.07,1575.33
480.54,1564.00
481.01,1571.33
481.48,1558.67
481.95,1561.67
482.41,1577.33
482.88,1576.33
483.35,1577.00
483.82,1570.67
484.29,1576.33
484.76,1566.00
485.23,1575.00
485.70,1574.67
486.17,1593.33
486.63,1595.67
487.10,1591.67
487.57,1597.00
488.04,1598.00
488.51,1602.33
488.98,1596.33
489.45,1608.00
489.92,1605.00
490.39,1602.33
490.86,1605.00
491.33,1610.00
491.80,1617.33
492.27,1634.67
492.74,1633.00
493.20,1639.67
493.67,1632.67
494.14,1615.33
494.61,1640.00
495.08,1661.33
495.55,1671.33
496.02,1659.00
496.49,1687.00
496.96,1680.00
497.43,1699.67
497.90,1703.00
498.37,1717.33
498.84,1724.33
499.31,1729.00
499.78,1736.67
500.25,1732.00
500.72,1749.67
501.19,1743.67
501.66,1770.33
502.13,1779.67
502.60,1757.67
503.08,1792.33
503.55,1814.67
504.02,1823.00
504.49,1824.67
504.96,1845.00
505.43,1849.00
505.90,1866.67
506.37,1871.00
506.84,1880.33
507.31,1914.33
507.78,1906.33
508.25,1922.00
508.72,1942.33
509.20,1920.00
509.67,1973.00
510.14,2000.67
510.61,2000.00
511.08,2022.33
511.55,2021.00
512.02,2011.33
512.49,2065.67
512.96,2065.67
513.44,2072.67
513.91,2096.00
514.38,2101.67
514.85,2113.33
515.32,2130.00
515.79,2138.33
516.27,2129.67
516.74,2156.67
517.21,2143.33
517.68,2165.67
518.15,2145.33
518.62,2173.00
519.10,2211.33
519.57,2196.67
520.04,2223.67
520.51,2222.67
520.98,2208.33
521.46,2233.00
521.93,2250.00
522.40,2260.33
522.87,2287.33
523.34,2287.33
523.82,2298.00
524.29,2306.33
524.76,2311.00
525.23,2323.67
525.71,2316.33
526.18,2325.67
526.65,2310.33
527.12,2330.67
527.60,2350.33
528.07,2321.00
528.54,2337.67
529.02,2364.67
529.49,2348.00
529.96,2353.33
530.43,2352.67
530.91,2360.33
531.38,2332.00
531.85,2329.33
532.33,2357.00
532.80,2365.67
533.27,2381.33
533.75,2353.33
534.22,2317.00
534.69,2367.33
535.17,2383.67
535.64,2349.00
536.11,2361.00
536.59,2369.33
537.06,2360.67
537.53,2389.00
538.01,2368.00
538.48,2392.67
538.95,2402.33
539.43,2421.67
539.90,2403.00
540.37,2427.00
540.85,2438.33
541.32,2440.00
541.80,2443.67
542.27,2476.00
542.74,2491.00
543.22,2487.00
543.69,2500.33
544.17,2515.33
544.64,2504.00
545.11,2484.00
545.59,2512.67
546.06,2510.67
546.54,2518.33
547.01,2518.00
547.49,2499.33
547.96,2462.33
548.44,2470.33
548.91,2454.33
549.38,2452.33
549.86,2450.67
550.33,2416.33
550.81,2426.33
551.28,2425.67
551.76,2416.33
552.23,2412.33
552.71,2411.67
553.18,2410.33
553.66,2392.33
